what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1336550558703
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1336550558703
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1336550558703
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1336550558703
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1336550558703
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1336550558703
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1336550558718
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1336550558718
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1336550558718
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1336550558718
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1336550558718
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1336550558718
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1336550558718
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1336550558718
started,bundle,org.eclipse.jst.j2ee.ui,1.1.404.v201101122300,"org.eclipse.jst.j2ee.ui",1336550558718
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1336550558718
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice.ui",1336550558718
started,bundle,org.eclipse.jst.jsf.common,1.2.2.v201101211220,"org.eclipse.jst.jsf.common",1336550558718
started,bundle,org.eclipse.jst.jsp.core,1.2.304.v201102160550,"org.eclipse.jst.jsp.core",1336550558718
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1336550558718
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1336550558718
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1336550558718
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1336550558718
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1336550558718
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1336550558718
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1336550558718
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1336550558718
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1336550558718
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1336550558718
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1336550558718
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1336550558718
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1336550558718
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1336550558718
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1336550558718
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1336550558734
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1336550558734
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1336550558734
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1336550558734
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1336550558734
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1336550558734
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1336550558734
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1336550558734
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1336550558734
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1336550558734
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1336550558734
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1336550558734
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1336550558734
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1336550558734
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1336550558734
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1336550558734
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1336550558734
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1336550558734
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1336550558734
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1336550558734
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1336550558734
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1336550558734
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1336550558734
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1336550558734
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1336550558750
started,bundle,com.python.pydev.analysis,1.6.4.2011010200,"com.python.pydev.analysis",1336550558750
started,bundle,oracle.eclipse.tools.common,3.2.1.201103091755,"oracle.eclipse.tools.common",1336550558750
started,bundle,oracle.eclipse.tools.common.services,3.2.1.201103091755,"oracle.eclipse.tools.common.services",1336550558750
started,bundle,oracle.eclipse.tools.common.services.ui,3.2.1.201103091755,"oracle.eclipse.tools.common.services.ui",1336550558750
started,bundle,oracle.eclipse.tools.common.ui,3.2.1.201103091755,"oracle.eclipse.tools.common.ui",1336550558750
started,bundle,oracle.eclipse.tools.common.upgrade,3.2.1.201103091755,"oracle.eclipse.tools.common.upgrade",1336550558750
started,bundle,oracle.eclipse.tools.envcheck,3.2.1.201103091755,"oracle.eclipse.tools.envcheck",1336550558750
started,bundle,oracle.eclipse.tools.glassfish,3.2.1.201102281103,"oracle.eclipse.tools.glassfish",1336550558750
started,bundle,oracle.eclipse.tools.orm,3.2.1.201103091755,"oracle.eclipse.tools.orm",1336550558750
started,bundle,oracle.eclipse.tools.spring,3.2.1.201103091755,"oracle.eclipse.tools.spring",1336550558750
started,bundle,oracle.eclipse.tools.spring.ui,3.2.1.201103091755,"oracle.eclipse.tools.spring.ui",1336550558750
started,bundle,oracle.eclipse.tools.weblogic,3.2.1.201103091755,"oracle.eclipse.tools.weblogic",1336550558750
started,bundle,oracle.eclipse.tools.weblogic.scripting.ui,3.2.1.201103091755,"oracle.eclipse.tools.weblogic.scripting.ui",1336550558750
started,bundle,oracle.eclipse.tools.weblogic.ui,3.2.1.201103091755,"oracle.eclipse.tools.weblogic.ui",1336550558750
started,bundle,oracle.eclipse.tools.webtier.common.services,3.2.1.201103091755,"oracle.eclipse.tools.webtier.common.services",1336550558750
started,bundle,oracle.eclipse.tools.webtier.ui,3.2.1.201103091755,"oracle.eclipse.tools.webtier.ui",1336550558750
started,bundle,oracle.eclipse.tools.xmlbeans,3.2.1.201103091755,"oracle.eclipse.tools.xmlbeans",1336550558750
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824-p001,"org.eclipse.core.jobs",1336550558750
started,bundle,org.eclipse.sapphire.modeling,0.2.1.201103081041,"org.eclipse.sapphire.modeling",1336550558750
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110_p001,"org.eclipse.wst.server.core",1336550558750
started,bundle,org.python.pydev,1.6.4.2011010200,"org.python.pydev",1336550558750
started,bundle,org.python.pydev.core,1.6.4.2011010200,"org.python.pydev.core",1336550558750
started,bundle,org.springframework.ide.eclipse.uaa,2.5.2.201101081000-RELEASE,"org.springframework.ide.eclipse.uaa",1336550558750
started,bundle,com.collabnet.subversion.merge,2.2.3,"com.collabnet.subversion.merge",1336550558750
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1336550558750
started,bundle,org.tigris.subversion.subclipse.core,1.6.17,"org.tigris.subversion.subclipse.core",1336550558750
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1336550558750
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1336550558750
started,bundle,org.tigris.subversion.subclipse.ui,1.6.17,"org.tigris.subversion.subclipse.ui",1336550558750
started,bundle,org.jboss.tools.common,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common",1336550558750
started,bundle,org.jboss.tools.common.model,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.model",1336550558750
started,bundle,org.jboss.tools.common.projecttemplates,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.projecttemplates",1336550558750
started,bundle,org.jboss.tools.jst.web,3.2.0.v20110215-1251-H28-GA,"org.jboss.tools.jst.web",1336550558750
started,bundle,org.jboss.tools.jst.web.ui,3.2.0.v20110215-1251-H28-GA,"org.jboss.tools.jst.web.ui",1336550558750
started,bundle,com.vaadin.integration.eclipse,2.0.1.201105170102,"com.vaadin.integration.eclipse",1336550558750
os,sysinfo,,,"win32",1336550558750
arch,sysinfo,,,"x86",1336550558750
ws,sysinfo,,,"win32",1336550558750
locale,sysinfo,,,"en_US",1336550558750
processors,sysinfo,,,"4",1336550558750
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1336550558750
java.runtime.version,sysinfo,,,"1.6.0_17-b04",1336550558750
java.specification.name,sysinfo,,,"Java Platform API Specification",1336550558750
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1336550558750
java.specification.version,sysinfo,,,"1.6",1336550558750
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1336550558750
java.version,sysinfo,,,"1.6.0_17",1336550558750
java.vm.info,sysinfo,,,"mixed mode",1336550558750
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1336550558750
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1336550558750
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1336550558750
java.vm.specification.version,sysinfo,,,"1.0",1336550558750
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1336550558750
java.vm.version,sysinfo,,,"14.3-b01",1336550558750
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336550558765
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1336550558953
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1336550558953
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1336550558968
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1336550558968
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer",1336550558968
started,bundle,org.springframework.ide.eclipse.core,2.5.2.201101081000-RELEASE,"org.springframework.ide.eclipse.core",1336550560218
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336550561421
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1336550563640
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1336550563656
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1336550563656
started,bundle,org.eclipse.jst.jsf.common.ui,1.2.0.v20100329,"org.eclipse.jst.jsf.common.ui",1336550563656
started,bundle,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p001,"org.eclipse.jst.pagedesigner",1336550563656
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1336550563656
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336550564765
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336550573031
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336550580953
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336550584890
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336550585562
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336550588718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336550592921
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336550606562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1336550606562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1336550606562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336550607562
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336550618843
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336550622937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336550625937
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336550626015
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1336550626265
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1336550626265
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1336550626281
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1336550626281
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1336550626281
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1336550626281
stopped,bundle,oracle.eclipse.tools.glassfish,3.2.1.201102281103,"oracle.eclipse.tools.glassfish",1336550626281
stopped,bundle,oracle.eclipse.tools.weblogic.legacy,3.2.1.201103091755,"oracle.eclipse.tools.weblogic.legacy",1336550626281
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1336550626281
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1336550626281
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1336550626281
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1336550626281
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1336550626281
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1336550626281
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1336550626281
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1336550626281
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1336550626281
stopped,bundle,org.jboss.tools.cdi.ui,1.1.0.v20110215-1333-H24-GA,"org.jboss.tools.cdi.ui",1336550626281
stopped,bundle,org.jboss.tools.cdi.xml.ui,1.0.0.v20110215-1333-H24-GA,"org.jboss.tools.cdi.xml.ui",1336550626281
stopped,bundle,org.jboss.tools.cdi.text.ext,1.1.0.v20110215-1333-H24-GA,"org.jboss.tools.cdi.text.ext",1336550626281
stopped,bundle,org.jboss.tools.cdi.core,1.1.0.v20110215-1333-H24-GA,"org.jboss.tools.cdi.core",1336550626281
stopped,bundle,org.jboss.tools.jst.web.ui,3.2.0.v20110215-1251-H28-GA,"org.jboss.tools.jst.web.ui",1336550626281
stopped,bundle,org.jboss.tools.jst.jsp,3.2.0.v20110215-1251-H28-GA,"org.jboss.tools.jst.jsp",1336550626281
stopped,bundle,org.jboss.tools.jst.web.kb,3.2.0.v20110215-1251-H28-GA,"org.jboss.tools.jst.web.kb",1336550626281
stopped,bundle,org.jboss.tools.common.el.ui,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.el.ui",1336550626281
stopped,bundle,org.jboss.tools.hibernate.xml.ui,3.4.0.v20110215-1252-H31-GA,"org.jboss.tools.hibernate.xml.ui",1336550626281
stopped,bundle,org.jboss.tools.common.model.ui,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.model.ui",1336550626281
stopped,bundle,org.jboss.tools.common.text.ext,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.text.ext",1336550626281
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1336550626296
stopped,bundle,oracle.eclipse.tools.orm.ui,3.2.1.201103091755,"oracle.eclipse.tools.orm.ui",1336550626296
stopped,bundle,oracle.eclipse.tools.spring.ui,3.2.1.201103091755,"oracle.eclipse.tools.spring.ui",1336550626296
stopped,bundle,oracle.eclipse.tools.orm,3.2.1.201103091755,"oracle.eclipse.tools.orm",1336550626296
stopped,bundle,org.hibernate.eclipse.jdt.apt.ui,3.4.0.v20110215-1252-H31-GA,"org.hibernate.eclipse.jdt.apt.ui",1336550626296
stopped,bundle,org.hibernate.eclipse.jdt.ui,3.4.0.v20110215-1252-H31-GA,"org.hibernate.eclipse.jdt.ui",1336550626296
stopped,bundle,org.hibernate.eclipse.mapper,3.4.0.v20110215-1252-H31-GA,"org.hibernate.eclipse.mapper",1336550626296
stopped,bundle,org.jboss.tools.hibernate.jpt.ui,3.4.0.v20110215-1252-H31-GA,"org.jboss.tools.hibernate.jpt.ui",1336550626296
stopped,bundle,org.jboss.tools.hibernate.jpt.core,3.4.0.v20110215-1252-H31-GA,"org.jboss.tools.hibernate.jpt.core",1336550626296
stopped,bundle,org.jboss.tools.hibernate.ui,3.4.0.v20110215-1252-H31-GA,"org.jboss.tools.hibernate.ui",1336550626296
stopped,bundle,org.hibernate.eclipse.console,3.4.0.v20110215-1252-H31-GA,"org.hibernate.eclipse.console",1336550626296
stopped,bundle,org.jboss.tools.common.el.core,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.el.core",1336550626296
stopped,bundle,org.jboss.tools.common.resref.core,3.1.0.v20110215-1235-H25-GA,"org.jboss.tools.common.resref.core",1336550626296
stopped,bundle,org.jboss.tools.hibernate.xml,3.4.0.v20110215-1252-H31-GA,"org.jboss.tools.hibernate.xml",1336550626296
stopped,bundle,org.jboss.tools.cdi.xml,1.0.0.v20110215-1333-H24-GA,"org.jboss.tools.cdi.xml",1336550626296
stopped,bundle,org.jboss.tools.jst.web,3.2.0.v20110215-1251-H28-GA,"org.jboss.tools.jst.web",1336550626296
stopped,bundle,org.jboss.tools.common.model,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.model",1336550626296
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1336550626296
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1336550626296
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1336550626296
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1336550626296
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1336550626296
stopped,bundle,org.eclipse.jst.server.ui,1.1.101.v20100823b,"org.eclipse.jst.server.ui",1336550626296
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1336550626296
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1336550626296
stopped,bundle,org.drools.eclipse,5.2.0.v20110116-0638-H14,"org.drools.eclipse",1336550626296
stopped,bundle,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.launching",1336550626296
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1336550626312
stopped,bundle,org.eclipse.jpt.eclipselink.ui,1.3.0.v201004280001,"org.eclipse.jpt.eclipselink.ui",1336550626312
stopped,bundle,org.eclipse.jpt.eclipselink.core,1.3.2.v201102072310,"org.eclipse.jpt.eclipselink.core",1336550626312
stopped,bundle,org.eclipse.jpt.jaxb.ui,1.0.1.v201006300000,"org.eclipse.jpt.jaxb.ui",1336550626312
stopped,bundle,org.eclipse.jpt.ui,2.3.2.v201008252310,"org.eclipse.jpt.ui",1336550626312
stopped,bundle,oracle.eclipse.tools.coherence.ui,3.2.1.201103091755,"oracle.eclipse.tools.coherence.ui",1336550626312
stopped,bundle,org.eclipse.jpt.core,2.3.3.v201102172310,"org.eclipse.jpt.core",1336550626312
